0,1,2,3,4
-1.0399832434204723,1.2544670889011311,-1.84339215119252,0.793944635564514,1.015239880735567
0.7145742211671023,0.2062105214787272,0.1687463073687005,-1.5056174241984146,-1.540951923462555
-1.8226975733618784,2.428285730406716,-1.285208618685143,1.083468856023838,-0.7270459890932568
-0.413839105247774,1.6261647186316448,-1.139768603828496,-0.7320476576724717,-1.2873402909861784
-0.6306084021589439,1.8610144814559,-1.5837192890419454,-0.5385748603435319,-0.961892868693368
0.4964005429056455,-1.6335541411377656,2.0199851533489976,0.5475667714941765,0.2508394315713667
0.2338224797970202,0.2823245167263943,-1.4462124126403844,-0.6261575879173245,0.6909213534265659
-2.343473533928768,3.813697500094925,-3.947971763958624,0.8451740367583969,0.2080456389243934
-1.1928837105292085,1.050588489427181,0.6544320491463607,1.149370639952461,-1.0544062207152218
0.0470671630831294,1.1646476491403537,-1.4028516693754522,-1.1230382344447265,-0.7642586766352828
0.3967710718360693,-0.7461611952470307,0.4774309017194881,-0.039091293046894,0.3577017211314499
-1.3096192677810468,-0.254744391006637,1.8779219035491257,2.540937881617764,0.2609931479906981
0.3904129938307961,0.8593018088067698,-1.956596770018911,-1.434049302806341,-0.0657988190742593
0.1260123712686592,-0.2424551467525414,0.8242298833968098,-0.0385439576255564,-0.592882434482476
0.1583347687254222,0.7675758155343324,0.1054265505962459,-1.0201794365494756,-1.7746482283269724
-0.8594159092494987,0.2365637665140002,-0.3537611457627517,1.3590836477224202,1.1006384446885502
-1.620537109616045,2.204579673357404,-1.0201155218071167,0.914403087707094,-0.8630036192282697
1.911717477942851,-1.0320910010721305,0.2967358597349734,-2.5214750365802434,-0.9723702184182688
-0.7326358245395111,0.6736685321264322,0.3932933642765488,0.67940263383578,-0.691960092462891
-0.6243488969085839,-0.02557481289706,1.651353791581467,1.0854063280198083,-0.86205713170375
-0.406375869177402,1.315823893716401,-1.5665689990451552,-0.4319850427236273,-0.2576717181660748
0.2513205736541634,-0.5339348193724132,0.4836680316580118,0.0248371410524437,0.1489587018194884
-2.366477704372774,2.425944986303979,1.1777152798723505,1.9622317709034744,-2.607456445375377
-2.207982120165535,2.7999159112388936,-1.4051572168342152,1.4395422807852305,-0.7753969272643564
-0.058468912898933,-0.791781995388076,1.0706777459026853,0.8062998362069222,0.4309596167512519
-1.366122468980293,1.34846355323125,-2.006687013714028,1.3070569282641145,1.455915991985508
-0.3124337151705005,-0.1886741432240331,1.4821081875432487,0.6791232719976361,-0.7987232713661016
-1.2356967603874294,2.4822412500385806,-2.7311991636115205,0.0297125669567739,-0.0865220916559323
0.2702618303225517,0.6670278832181481,0.7834887662572836,-1.1605848036537665,-2.460071513308015
-0.8077098321862927,0.5176044839596259,-0.3939751486197587,1.0006470896676662,0.5433913195137516
0.5099889036287337,0.1320466698441615,-2.19216417889404,-0.952564450937101,1.3933512031786062
-0.5749063094896619,1.2280479859618414,-0.1471181647340745,-0.1077741823213072,-1.3756340573951344
